Gender,GenderCode,Age,Height,Weight,HeartRate,ExerciseNameENG,ExerciseNameUKR,ExerciseID,Duration,Calories
female,1,28,149,54,97,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,22,115
female,1,27,175,73,93,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,13,59
female,1,79,164,67,91,Mild stretching,Легка розтяжка,19,6,32
female,1,33,156,58,98,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,18,97
male,0,58,194,90,97,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,16,99
female,1,52,174,69,107,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,26,170
male,0,20,188,82,91,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,14,46
female,1,42,166,68,103,Stair machine,Тренажер-сходинки,29,21,125
male,0,22,194,92,97,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,19,86
female,1,75,159,57,86,Mild stretching,Легка розтяжка,19,6,29
female,1,29,168,66,93,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,8,37
female,1,53,167,72,96,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,20,107
male,0,69,188,91,105,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,25,199
male,0,29,179,77,106,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,16,94
male,0,62,193,97,94,"Golf, walking and pulling clubs",Гольф,16,14,85
female,1,22,162,64,78,Watering lawn or garden,Полив газону або саду,22,2,6
female,1,25,160,60,89,Watering lawn or garden,Полив газону або саду,22,5,21
female,1,47,149,47,99,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,16,94
female,1,55,173,67,109,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,27,184
female,1,26,164,61,94,"Aerobics, general","Аеробіка, загальна",1,17,81
male,0,63,174,76,112,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,25,210
male,0,51,179,78,89,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,15,66
male,0,69,195,102,95,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,22,147
male,0,71,187,97,90,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,13,77
female,1,32,174,76,94,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,10,47
male,0,52,185,96,108,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,29,223
female,1,29,174,75,95,"Golf, walking and pulling clubs",Гольф,16,14,67
male,0,43,178,82,101,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,16,94
male,0,68,175,74,81,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,8,31
female,1,29,168,61,87,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,14,57
female,1,21,161,62,76,Watering lawn or garden,Полив газону або саду,22,2,6
female,1,59,156,60,102,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,26,162
female,1,74,170,73,86,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,10,46
male,0,20,186,82,89,Mild stretching,Легка розтяжка,19,14,42
female,1,41,161,55,107,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,23,150
female,1,20,143,43,88,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,13,56
female,1,59,164,61,106,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,22,147
female,1,26,172,69,89,Unicycling,Їзда на одноколісному велосипеді,17,17,71
male,0,39,191,93,97,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,21,112
female,1,65,164,62,109,"Cross country skiing, uphill","Лижні перегони, вгору",20,30,212
male,0,44,191,88,80,Watering lawn or garden,Полив газону або саду,22,2,6
female,1,52,181,73,78,Watering lawn or garden,Полив газону або саду,22,4,14
male,0,22,165,68,94,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,18,64
female,1,21,182,81,84,Watering lawn or garden,Полив газону або саду,22,6,20
male,0,23,181,81,93,Mild stretching,Легка розтяжка,19,11,41
female,1,34,171,62,112,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,25,171
male,0,27,185,87,89,Watering lawn or garden,Полив газону або саду,22,7,24
male,0,62,184,85,97,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,11,69
female,1,57,158,61,104,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,26,167
female,1,25,162,57,93,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,14,66
male,0,22,194,92,97,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,17,77
male,0,54,164,67,93,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,18,88
male,0,34,181,87,102,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,27,155
female,1,42,174,72,97,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,18,94
female,1,56,164,66,94,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,16,84
male,0,46,183,82,113,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,24,189
female,1,47,164,60,84,Watering lawn or garden,Полив газону або саду,22,2,8
male,0,34,182,89,102,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,18,104
male,0,30,187,88,94,Mild stretching,Легка розтяжка,19,10,44
male,0,66,183,84,108,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,29,235
male,0,59,176,82,69,Watering lawn or garden,Полив газону або саду,22,1,2
female,1,21,163,61,87,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,28
male,0,53,161,66,87,Mild stretching,Легка розтяжка,19,8,31
male,0,69,193,99,90,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,41
female,1,25,167,64,103,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,13,74
male,0,43,172,74,92,Unicycling,Їзда на одноколісному велосипеді,17,18,79
female,1,27,156,55,94,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,18,88
male,0,48,203,106,98,Unicycling,Їзда на одноколісному велосипеді,17,17,106
female,1,32,166,62,89,Watering lawn or garden,Полив газону або саду,22,5,22
female,1,62,181,76,87,Watering lawn or garden,Полив газону або саду,22,4,18
male,0,70,194,97,87,Watering lawn or garden,Полив газону або саду,22,3,16
male,0,22,199,97,104,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,24,136
female,1,61,174,69,90,"Calisthenics, light","Кальстеніка, легка",18,10,49
female,1,31,153,53,91,"Golf, walking and pulling clubs",Гольф,16,10,47
female,1,67,174,74,98,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,14,81
male,0,53,170,81,87,Watering lawn or garden,Полив газону або саду,22,5,21
female,1,74,168,69,85,Watering lawn or garden,Полив газону або саду,22,5,23
male,0,69,183,94,88,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,38
male,0,21,195,99,101,"Aerobics, general","Аеробіка, загальна",1,26,136
female,1,38,163,59,109,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,25,166
male,0,35,178,76,104,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,27,158
male,0,48,186,86,106,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,28,196
female,1,21,163,60,90,Watering lawn or garden,Полив газону або саду,22,1,4
male,0,38,189,90,99,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,20,111
female,1,21,169,64,86,Mild stretching,Легка розтяжка,19,9,34
female,1,36,159,57,115,"Running, 10.9 mph (5.5 min mile)","Біг, 17 км/год",8,29,211
female,1,47,158,61,93,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,17,86
male,0,25,188,90,107,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,25,153
male,0,40,179,84,99,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,17,94
female,1,68,152,54,85,Watering lawn or garden,Полив газону або саду,22,4,19
female,1,40,151,56,81,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,10,37
male,0,26,183,82,81,Watering lawn or garden,Полив газону або саду,22,4,8
female,1,27,162,64,85,Watering lawn or garden,Полив газону або саду,22,3,11
female,1,71,168,68,90,"Golf, walking and pulling clubs",Гольф,16,12,61
male,0,76,195,95,82,Watering lawn or garden,Полив газону або саду,22,5,25
male,0,31,199,97,97,"Calisthenics, light","Кальстеніка, легка",18,14,71
male,0,51,195,93,99,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,21,131
male,0,31,206,107,100,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,27,154
female,1,51,166,66,95,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,20,105
female,1,22,177,70,109,Stair machine,Тренажер-сходинки,29,22,136
male,0,51,184,91,96,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,23,132
female,1,23,137,42,89,Watering lawn or garden,Полив газону або саду,22,3,13
male,0,45,173,73,99,Unicycling,Їзда на одноколісному велосипеді,17,14,77
male,0,56,198,99,86,Watering lawn or garden,Полив газону або саду,22,6,28
female,1,36,166,64,105,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,27,165
female,1,38,177,72,88,Mild stretching,Легка розтяжка,19,9,38
male,0,27,181,83,86,Watering lawn or garden,Полив газону або саду,22,6,17
male,0,32,175,75,93,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,15,60
male,0,26,194,96,90,Mild stretching,Легка розтяжка,19,12,45
male,0,23,193,92,110,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,22,143
male,0,33,186,91,96,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,24,117
female,1,22,155,52,93,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,16,76
female,1,48,170,66,92,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,11,54
female,1,35,164,65,106,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,24,148
female,1,37,166,65,107,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,28,177
female,1,26,171,65,96,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,23,114
male,0,28,162,66,80,Watering lawn or garden,Полив газону або саду,22,4,7
female,1,28,171,68,90,Watering lawn or garden,Полив газону або саду,22,3,13
female,1,68,170,65,90,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,14,71
female,1,20,164,66,96,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,16,77
female,1,67,179,81,107,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,21,139
male,0,34,181,80,101,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,18,98
female,1,76,154,59,94,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,12,68
female,1,54,156,60,102,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,24,148
male,0,41,170,69,101,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,18,100
male,0,50,191,93,108,Stair machine,Тренажер-сходинки,29,24,181
